Natural_Products_Name,NP_MRD_ID,SMILES,MW,LogP,HBD,HBA,TPSA,RotBonds,FractionCSP3,Cluster_ID
"14-hydroxy-14-(hydroxymethyl)-5,5,9-trimethyl-6-oxotetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-7-yl 3-methylbut-2-enoate",NP0146245,CC(C)=CC(=O)OC1CC2(C)C3CCC4CC3(CC4(O)CO)CCC2C(C)(C)C1=O,418.57,3.81,2,5,83.83,3,0.84,5513
"7-(1-hydroxy-4-methylpent-3-en-1-yl)-7-methyl-4-methylidene-octahydro-1h-naphtho[4,4a-c]furan-1-ol",NP0146159,CC(C)=CCC(O)C1(C)CCCC23C(O)OCC2C(=C)CCC13,320.47,3.81,2,3,49.69,3,0.8,5514
{[(2e)-3-[4-(acetyloxy)-3-methoxyphenyl]prop-2-en-1-yl]oxy}methyl (2z)-2-methylbut-2-enoate,NP0325975,COC1=CC(\C=C\COCOC(=O)C(\C)=C/C)=CC=C1OC(C)=O,334.37,3.12,0,6,71.06,8,0.33,5515
"(1r,2r,5r,6r,8s,11r,12r,15r)-6,12-dimethyl-14-oxapentacyclo[10.3.3.1⁵,⁸.0¹,¹¹.0²,⁸]nonadecane-6,15-diol",NP0146087,C[C@@]1(O)C[C@]23C[C@H]1CC[C@H]2[C@@]12CCC[C@@](C)(CO[C@H]1O)[C@H]2CC3,320.47,3.48,2,3,49.69,0,1.0,5516
"1-isopropyl-3a,8a-dimethyl-5-methylidene-octahydrocyclohexa[f]azulene-1,4a,8,10a-tetrol",NP0228463,CC(C)C1(O)CCC2(C)CC3(O)C(=C)CCC(O)C3(C)CCC12O,338.49,2.54,4,4,80.92,1,0.9,5517
"methyl 3-[3-acetyl-7-(1,2-dihydroxyethyl)-3a,6-dimethyl-1h,2h,3h,4h,5h,7h,8h,9h,9bh-cyclopenta[a]naphthalen-6-yl]propanoate",NP0183652,COC(=O)CCC1(C)C(CCC2=C1CCC1(C)C(CCC21)C(C)=O)C(O)CO,392.54,3.42,2,5,83.83,6,0.83,5518
"9-hydroxy-13-(hydroxymethyl)-2,6,6-trimethyltetracyclo[10.3.1.0¹,¹⁰.0²,⁷]hexadec-13-en-4-one",NP0146023,CC1(C)CC(=O)CC2(C)C1CC(O)C1CC3CC21CC=C3CO,318.46,3.1,2,3,57.53,1,0.85,5519
"1-[2-(3,6-dihydro-1,2-dioxin-4-yl)ethyl]-5-(hydroxymethyl)-2,5,8a-trimethyl-hexahydro-1h-naphthalen-2-ol",NP0145967,CC1(O)CCC2C(C)(CO)CCCC2(C)C1CCC1=CCOOC1,338.49,3.62,2,4,58.92,4,0.9,5520
"(4s,4ar,5r,6s,8ar)-6-(acetyloxy)-4a,5-dimethyl-9-oxo-4h,5h,6h,7h,8h,8ah-naphtho[2,3-b]furan-4-yl 2-methylpropanoate",NP0255263,CC(C)C(=O)O[C@@H]1C2=C(OC=C2)C(=O)[C@@H]2CC[C@H](OC(C)=O)[C@H](C)[C@@]12C,362.42,3.7,0,6,82.81,3,0.65,5521
"(2r,3s)-7-hydroxy-3-[(3z)-5-hydroxy-4-methylpent-3-en-1-yl]-2,3,9-trimethyl-2h-furo[3,2-c]chromen-4-one",NP0249683,C[C@H]1OC2=C(C(=O)OC3=CC(O)=CC(C)=C23)[C@]1(C)CC\C=C(\C)CO,344.41,3.56,2,5,79.9,4,0.45,5522
"14-ethyl-6-methoxy-16-methyl-9,11-dioxa-14-azaheptacyclo[10.7.2.1²,⁵.0¹,¹³.0³,⁸.0⁸,¹².0¹⁶,²⁰]docosane-3,4,19-triol",NP0145804,CCN1CC2(C)CCC(O)C34C5CC6C(O)C5(O)C5(CC6OC)OCOC5(CC23)C14,421.53,0.5,3,7,91.62,2,1.0,5523
"6-(4-bromo-3,3-dimethylcyclohexyl)-3-chloro-3-(hydroxymethyl)-7-oxabicyclo[4.1.0]heptan-2-ol",NP0145788,CC1(C)CC(CCC1Br)C12CCC(Cl)(CO)C(O)C1O2,367.71,2.84,2,3,52.99,2,1.0,5524
"3,4,8,8a-tetramethyl-6-oxo-4-[2-(5-oxo-2h-furan-3-yl)ethyl]-2,3,4a,5-tetrahydro-1h-naphthalen-2-yl acetate",NP0325862,CC1C(CC2(C)C(CC(=O)C=C2C)C1(C)CCC1=CC(=O)OC1)OC(C)=O,374.48,3.77,0,5,69.67,4,0.68,5525
"(3ar,3br,4s,5as,9as,9br,10s,11ar)-4-(acetyloxy)-3b-formyl-6,6,9a-trimethyl-1-oxo-dodecahydrophenanthro[1,2-c]furan-10-yl acetate",NP0145744,CC(=O)O[C@H]1C[C@@H]2[C@@H](COC2=O)[C@]2(C=O)[C@H](C[C@H]3C(C)(C)CCC[C@]3(C)[C@@H]12)OC(C)=O,434.53,3.08,0,7,95.97,3,0.83,5526
"4,6-dihydroxy-4,8,13,15,15-pentamethyltetracyclo[6.5.1.1¹,¹⁰.0⁵,¹⁴]pentadecan-11-one",NP0145666,CC1CC(=O)C2CC3(C)CC(O)C4C3C1(CCC4(C)O)C2(C)C,320.47,3.18,2,3,57.53,0,0.95,5527
"7-ethenyl-8,10-dihydroxy-5-(hydroxyimino)-1,1,4a,7-tetramethyl-6,8-dihydro-2h-phenanthren-9-one",NP0145648,CC1(C)CC=CC2(C)C3=C(C(O)C(C)(CC3=NO)C=C)C(=O)C(O)=C12,343.42,3.46,3,5,90.12,1,0.5,5528
"1beta,3alpha,8beta-trihydroxy-pimara-15-ene",NP0039903,[H]O[C@]1([H])C([H])([H])[C@@]([H])(O[H])[C@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@](C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[C@]3(O[H])C([H])([H])C([H])([H])[C@@]2([H])C1(C([H])([H])[H])C([H])([H])[H],322.49,3.28,3,3,60.69,1,0.9,5529
"(1r,2r,3s,5r,7r,8r,10r,11r)-5-(acetyloxy)-10-hydroxy-5-methyl-9-methylidene-12-oxatetracyclo[6.4.0.0¹,¹¹.0³,⁷]dodecan-2-yl 2-(hydroxymethyl)prop-2-enoate",NP0145456,CC(=O)O[C@@]1(C)C[C@H]2[C@@H](C1)[C@@H]1C(=C)[C@@H](O)[C@H]3O[C@@]13[C@@H]2OC(=O)C(=C)CO,364.39,0.49,2,7,105.59,4,0.68,5530
"1-[2,6-dihydroxy-3-(5-hydroxy-2-methyl-3,4-dihydro-2h-1-benzopyran-4-yl)phenyl]-3-hydroxybutan-1-one",NP0145333,CC(O)CC(=O)C1=C(O)C=CC(C2CC(C)OC3=CC=CC(O)=C23)=C1O,358.39,3.06,4,6,107.22,4,0.35,5531
"4-(hydroxymethyl)-12-isopropyl-1,8-dimethyltricyclo[9.3.0.0³,⁷]tetradeca-2,11-diene-4,9,10-triol",NP0222562,CC(C)C1=C2C(O)C(O)C(C)C3CCC(O)(CO)C3=CC2(C)CC1,336.47,2.17,4,4,80.92,2,0.8,5532
Mirilactam B,NP0014546,[H]O[C@@]1([H])\C([H])=C(\[H])/C(/[H])=C(/[H])\C(=C(\[H])/C(/[H])=C(/[H])\C(\[H])=C([H])/C([H])([H])[C@@]([H])(N([H])C(=O)\C([H])=C(\[H])/C(/[H])=C(/[H])\C(\[H])=C([H])/C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H])C([H])([H])[H])\C([H])([H])[H],439.6,3.99,4,4,89.79,0,0.37,5533
"11-hydroxy-10-(6-methoxy-2h-1,3-benzodioxol-5-yl)-4,6,13-trioxatetracyclo[7.7.0.0³,⁷.0¹¹,¹⁵]hexadeca-1,3(7),8-trien-12-one",NP0145138,COC1=CC2=C(OCO2)C=C1C1C2=CC3=C(OCO3)C=C2CC2COC(=O)C12O,398.37,1.74,1,8,92.68,2,0.38,5534
"methyl 2-{1,2,3',5',6',7',8',8'a-octahydro-2'h-spiro[indole-3,1'-indolizin]-7'-yl}-3-methoxyprop-2-enoate",NP0172228,COC=C(C1CCN2CCC3(CNC4=CC=CC=C34)C2C1)C(=O)OC,342.44,2.54,1,5,50.8,3,0.55,5535
"(1ar,3as,4r,5r,7ar,7bs)-5'-(2-hydroxybut-3-en-2-yl)-5,7a,7b-trimethyl-hexahydro-1ah-spiro[naphtho[1,2-b]oxirene-4,3'-oxolan]-2'-one",NP0144869,C[C@@H]1CC[C@]2(C)[C@H](CC[C@H]3O[C@@]23C)[C@@]11CC(OC1=O)C(C)(O)C=C,334.46,3.23,1,4,59.06,2,0.85,5536
benzylmorphine,NP0211689,[H][C@@]12OC3=C(OCC4=CC=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,375.47,3.07,1,4,41.93,3,0.42,5537
"14-hydroxy-6,11,15-trimethyl-2-methylidene-8,18-dioxatricyclo[13.2.1.0⁵,⁹]octadeca-5,10-dien-7-one",NP0287374,CC1=C2CCC(=C)C3CCC(C)(O3)C(O)CCC(C)=CC2OC1=O,332.44,3.6,1,4,55.76,0,0.65,5538
3-(acetyloxy)-2-[4-ethenyl-2-hydroxy-4-methyl-3-(prop-1-en-2-yl)cyclohexyl]-2-hydroxypropyl acetate,NP0223427,CC(=O)OCC(O)(COC(C)=O)C1CCC(C)(C=C)C(C1O)C(C)=C,354.44,2.0,2,6,93.06,7,0.68,5539
"3'-[2-(dimethylamino)ethyl]-3,5'-dihydroxy-3-[2-(methylamino)ethyl]-1'h-[1,4'-biindol]-2-one",NP0308870,CNCCC1(O)C(=O)N(C2=CC=CC=C12)C1=C2C(CCN(C)C)=CNC2=CC=C1O,408.5,2.45,4,5,91.83,7,0.35,5540
"1-[1-hydroxy-8-(hydroxymethyl)-4b,8-dimethyl-5,6,7,8a,9,10-hexahydrophenanthren-2-yl]ethanone",NP0144594,CC(=O)C1=CC=C2C(CCC3C(C)(CO)CCCC23C)=C1O,302.41,3.6,2,3,57.53,2,0.63,5541
"(3r)-5-(dimethoxymethyl)-3-hydroxy-6-methoxy-8,8-dimethyl-3h,4h,7h,9h-indeno[4,5-c]pyran-1-one",NP0163293,COC(OC)C1=C2C[C@H](O)OC(=O)C2=C2CC(C)(C)CC2=C1OC,336.38,2.14,1,6,74.22,4,0.61,5542
"(2r,3e)-1-[(1s,2s,4as,8as)-2-[(acetyloxy)methyl]-1,4a,5-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2h-naphthalen-1-yl]-5-hydroxy-3-methylpent-3-en-2-yl acetate",NP0144556,CC(=O)OC[C@H]1CC[C@@]2(C)[C@@H](CC(=O)C=C2C)[C@]1(C)C[C@@H](OC(C)=O)C(\C)=C\CO,420.55,3.77,1,6,89.9,7,0.71,5543
Aphidicolin A64,NP0020334,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[C@]([H])(O[H])[C@]23C([H])([H])[C@@]1([H])C([H])([H])[C@]2([H])C([H])([H])C1=C2[C@](C([H])([H])[H])(C([H])([H])O1)C([H])([H])C([H])([H])C([H])([H])[C@]32C([H])([H])[H],334.46,2.37,3,4,69.92,1,0.9,5544
"2,6-dimethyl-11,15-dioxo-14-oxapentacyclo[8.8.0.0¹,⁹.0²,⁷.0¹²,¹⁶]octadec-12(16)-ene-6-carboxylic acid",NP0144437,CC12CCCC(C)(C1CC1C3C(=O)C4=C(CCC213)C(=O)OC4)C(O)=O,344.41,2.74,1,4,80.67,1,0.75,5545
"(3s,3ar,4r,6r,6as,7s,9r,9as,9bs)-4,7-dihydroxy-3,6,9a-trimethyl-2-oxo-decahydroazuleno[4,5-b]furan-9-yl (2e)-2-methylbut-2-enoate",NP0144427,C\C=C(/C)C(=O)O[C@@H]1C[C@H](O)[C@H]2[C@H](C)C[C@@H](O)[C@H]3[C@H](C)C(=O)O[C@@H]3[C@]12C,366.45,1.83,2,6,93.06,2,0.8,5546
"(1r,6s,8r,9r,12s,15s)-3,15-dimethyl-4,13-dioxo-5,14-dioxatetracyclo[6.6.1.0²,⁶.0¹²,¹⁵]pentadec-2-en-9-yl acetate",NP0144379,CC(=O)O[C@@H]1CC[C@@H]2C(=O)O[C@H]3C4=C(C)C(=O)O[C@H]4C[C@@H]1[C@@]23C,320.34,1.52,0,6,78.9,1,0.71,5547
"12-(hydroxymethyl)-6-isopropyl-12-methyltricyclo[9.4.0.0³,⁸]pentadeca-3(8),4,6-triene-1,5-diol",NP0144222,CC(C)C1=CC2=C(CC3(O)CCCC(C)(CO)C3CC2)C=C1O,318.46,3.53,3,3,60.69,2,0.7,5548
"(1's,2r,4's,5's,9'r,10's,12'r,13's)-10'-hydroxy-5',9'-dimethyl-12'-{[(2z)-2-methylbut-2-enoyl]oxy}spiro[oxirane-2,14'-tetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane]-5'-carboxylic acid",NP0144214,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(O)[C@]3(C[C@@H]1[C@@]1(CO1)C3)CC[C@@H]1[C@](C)(CCC[C@@]21C)C(O)=O,432.56,3.86,2,5,96.36,3,0.84,5549
"3-[4-(1,2-dihydroxy-2-methylpropyl)-5-methoxy-2,2-dimethyl-4h-1,3-benzodioxin-8-yl]propanoic acid",NP0144188,COC1=CC=C(CCC(O)=O)C2=C1C(OC(C)(C)O2)C(O)C(C)(C)O,354.4,2.03,3,6,105.45,6,0.61,5550
"(1s,2s)-1-(acetyloxy)-1-(2,4,5-trimethoxyphenyl)propan-2-yl acetate",NP0217610,COC1=CC(OC)=C(C=C1OC)[C@H](OC(C)=O)[C@H](C)OC(C)=O,326.35,2.27,0,7,80.29,7,0.5,5551
"3-hydroxy-15,17-dimethoxytricyclo[12.3.1.1²,⁶]nonadeca-1(17),2(19),3,5,14(18),15-hexaene-7,11-dione",NP0144044,COC1=CC(OC)=C2C=C1CCC(=O)CCCC(=O)C1=CC=C(O)C2=C1,354.4,3.94,1,5,72.83,2,0.33,5552
"5-[3-(4-hydroxy-4-methylpent-2-en-1-yl)-3-methyloxiran-2-yl]-3-methyl-1-(1h-pyrrol-2-yl)penta-2,4-dien-1-one",NP0143851,CC(C=CC1OC1(C)CC=CC(C)(C)O)=CC(=O)C1=CC=CN1,315.41,3.57,2,3,65.62,7,0.42,5553
"2-{2-[4-hydroxy-4a-(hydroxymethyl)-1,2,5-trimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]ethyl}but-2-ene-1,4-diol",NP0143749,CC1CC(O)C2(CO)C(CCC=C2C)C1(C)CCC(CO)=CCO,338.49,2.42,4,4,80.92,6,0.8,5554
"(1s,2r,5s,6s,7r,8r,9r,12r)-5-(acetyloxy)-8,12-dihydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.0¹,⁶]dodecan-7-yl furan-3-carboxylate",NP0220262,C[C@@H]1CC[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(=O)C3=COC=C3)[C@H](O)[C@@H]3[C@@H](O)[C@]12OC3(C)C,422.47,2.07,2,8,115.43,3,0.73,5555
"(3as,3bs,5as,9as,9br,10s)-10-hydroxy-3b,6,6,9a-tetramethyl-3h,3ah,4h,5h,5ah,7h,8h,9h,9bh,10h-phenanthro[1,2-c]furan-1-one",NP0143690,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]3COC(=O)C3=C[C@H](O)[C@H]21,318.46,3.71,1,3,46.53,0,0.85,5556
"7,11,16,17-tetrahydroxy-2,2-dimethyl-10-oxapentacyclo[14.2.1.0³,¹².0⁴,⁹.0¹³,¹⁸]nonadeca-4,6,8,12-tetraen-14-one",NP0172829,CC1(C)C2CC3(O)CC(=O)C(C2C3O)=C2C(O)OC3=CC(O)=CC=C3C12,358.39,1.22,4,6,107.22,0,0.55,5557
"(3s,3ar,3br,7r,7ar,8ar)-3-hydroxy-3b,4,4,7a-tetramethyl-octahydroindeno[1,2-c]furan-7-yl 3-methylbut-2-enoate",NP0143635,CC(C)=CC(=O)O[C@@H]1CCC(C)(C)[C@@]2(C)[C@H]3[C@H](CO[C@@H]3O)C[C@@]12C,336.47,3.68,1,4,55.76,2,0.85,5558
"1-[(2r,6r)-6-[(2s)-2-hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl]pentan-2-one",NP0143484,CCCC(=O)C[C@H]1CCC[C@H](C[C@H](O)C2=CC=CC=C2)N1C,303.45,3.72,1,3,40.54,7,0.63,5559
Nilgirine,NP0140359,C\C=C1/C[C@@H](C)[C@H](O)C(=O)OCC2=C3[C@@H](CCN3CC2)OC1=O,321.37,1.15,1,6,76.07,0,0.65,5560
"2-(3,4,8-trihydroxy-3,8-dimethyl-octahydroazulen-5-yl)prop-2-en-1-yl acetate",NP0197649,CC(=O)OCC(=C)C1CCC(C)(O)C2CCC(C)(O)C2C1O,312.41,1.4,3,5,86.99,3,0.82,5561
"4,6,8,16-tetramethoxy-13-methyl-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecan-18-yl acetate",NP0265185,COC1C2CC3C1C(CC2OC)(OC)C1C(OC(C)=O)C2C33C1NCC2(C)CCC3OC,449.59,2.02,1,7,75.25,5,0.96,5562
"(1r)-1-(furan-3-yl)-2-[(1s,8r,9r,10r,12s)-10-(hydroxymethyl)-9,12-dimethyl-3-oxo-2-oxatricyclo[6.3.1.0⁴,¹²]dodec-4-en-9-yl]ethyl acetate",NP0142723,CC(=O)O[C@H](C[C@@]1(C)[C@H](CO)C[C@@H]2OC(=O)C3=CCC[C@H]1[C@]23C)C1=COC=C1,388.46,3.56,1,6,85.97,5,0.64,5563
cyanthiwigin AD,NP0038984,[H]O[C@]1([H])C([H])([H])[C@]2([H])[C@@]3([H])C(=C([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]1(C([H])=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],318.46,3.55,1,3,54.37,2,0.8,5564
"13,14-dihydroxy-14-(hydroxymethyl)-5,10-dimethyltetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadec-4-en-15-one",NP0142590,CC1=C2CCC34CC(O)(CCC3(C)C2CCC1)C(O)(CO)C4=O,320.43,2.11,3,4,77.76,1,0.84,5565
"3-bromo-2a,4a,5,8-tetramethyl-octahydrocyclobuta[d]inden-7-ol",NP0318420,CC1CC(O)C(C)C23CCC2(C)C(Br)CC13C,301.27,3.98,1,1,20.23,0,1.0,5566
"[(1s,2s,3r,6r,7r,10s,11s,12s)-7-(2h-1,3-benzodioxol-5-yl)tetracyclo[8.2.1.0³,¹².0⁶,¹¹]trideca-4,8-dien-2-yl]acetic acid",NP0142512,OC(=O)C[C@H]1[C@@H]2C[C@H]3C=C[C@H]([C@@H]4C=C[C@H]1[C@H]2[C@H]34)C1=CC=C2OCOC2=C1,350.41,3.84,1,3,55.76,3,0.5,5567
"11-hydroxy-3,14-dimethyl-9-methylidene-6-(prop-1-en-2-yl)-13-oxatetracyclo[9.4.0.0¹,¹⁴.0⁵,¹⁰]pentadec-3-ene-2,12-dione",NP0204291,CC(=C)C1CCC(=C)C2C1C=C(C)C(=O)C13CC1(C)OC(=O)C23O,328.41,2.73,1,4,63.6,1,0.6,5568
"1-{9,11-dihydroxy-6,10-dimethyl-2-methylidene-12-oxatricyclo[7.2.1.0¹,⁶]dodecan-10-yl}-4-methylpentan-3-one",NP0205660,CC(C)C(=O)CCC1(C)C(O)C23OC1(O)CCC2(C)CCCC3=C,336.47,3.36,2,4,66.76,4,0.85,5569
"5,7,10-trihydroxy-2-methyl-6-(3-methylbut-2-en-1-yl)-4-oxo-1,3-dihydroanthracen-2-yl acetate",NP0142232,CC(C)=CCC1=C(O)C=C2C=C3CC(C)(CC(=O)C3=C(O)C2=C1O)OC(C)=O,384.43,3.92,3,6,104.06,3,0.36,5570
"(4r,4ar,5r,8r,8ar,9ar)-8,8a,9a-trihydroxy-3,4a,5-trimethyl-2-oxo-4h,5h,6h,7h,8h,9h-naphtho[2,3-b]furan-4-yl (2z)-2-methylbut-2-enoate",NP0162659,C\C=C(\C)C(=O)O[C@H]1C2=C(C)C(=O)O[C@]2(O)C[C@]2(O)[C@H](O)CC[C@@H](C)[C@]12C,380.44,1.36,3,7,113.29,2,0.7,5571
"{2-[(1e)-2-[(2r,3r,4s,5s)-3,4-bis(acetyloxy)-5-methyloxolan-2-yl]ethenyl]-6-methoxyphenyl}methyl acetate",NP0247610,COC1=CC=CC(\C=C\[C@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H]2OC(C)=O)=C1COC(C)=O,406.43,2.42,0,8,97.36,7,0.48,5572
"1-[7-(2,3-dihydroxy-3-methylbutyl)-2-(2-hydroxypropan-2-yl)-1-benzofuran-5-yl]ethanone",NP0226611,CC(=O)C1=CC(CC(O)C(C)(C)O)=C2OC(=CC2=C1)C(C)(C)O,320.39,2.54,3,5,90.9,5,0.5,5573
(5e)-4-bromo-5-(bromomethylidene)-3-(3-ethyloxetan-2-yl)furan-2-one,NP0141877,CCC1COC1C1=C(Br)\C(OC1=O)=C/Br,337.99,2.85,0,3,35.53,2,0.5,5574
4-(3-hydroxy-4-methoxyphenyl)-octahydro-1h-quinolizin-2-yl acetate,NP0141867,COC1=CC=C(C=C1O)C1CC(CC2CCCCN12)OC(C)=O,319.4,3.02,1,5,59.0,3,0.61,5575
Microansamycin A,NP0017605,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(C(=O)[C@]2(C(=O)N([H])C3=C([H])C(=O)C([H])([H])[C@@]4([H])C([H])([H])C([H])([H])[C@@]1([H])O[C@@]234)C([H])([H])[H])C([H])([H])[H],319.36,0.48,2,5,92.7,0,0.71,5576
"(1s,4s,5r,9r,10s,12r,13r,14s,16s)-16-hydroxy-5-(hydroxymethyl)-5,9,13-trimethylpentacyclo[11.2.1.0¹,¹⁰.0⁴,⁹.0¹²,¹⁴]hexadecan-2-one",NP0323335,C[C@@]12[C@H]3C[C@@]4([C@H]1O)[C@@H](C[C@@H]23)[C@]1(C)CCC[C@@](C)(CO)[C@H]1CC4=O,318.46,2.79,2,3,57.53,1,0.95,5577
Dactylolide,NP0025453,[H]C([H])=C1C([H])([H])[C@@]2([H])O[C@@]([H])(C1([H])[H])C([H])([H])\C([H])=C([H])/C(=O)C([H])([H])\C(=C(\[H])/C(/[H])=C([H])\C(=O)O[C@@]([H])(C([H])=O)C([H])([H])\C(=C2\[H])C([H])([H])[H])C([H])([H])[H],384.47,3.96,0,5,69.67,1,0.43,5578
"3,11b-dihydroxy-3-methyl-6-(3-methylbut-2-en-1-yl)-2h-naphtho[1,2-b]oxepin-7-one",NP0141583,CC(C)=CCC1=C2C=CC(C)(O)COC2(O)C2=CC=CC=C2C1=O,326.39,3.02,2,4,66.76,2,0.35,5579
"3-methyl-5-[(1s,2s,3r,5r,7r,8s)-2,3,8-trihydroxy-7-methoxy-1,5-dimethyl-6-oxabicyclo[3.2.1]octan-8-yl]penta-2,4-dienoic acid",NP0141576,CO[C@@H]1O[C@]2(C)C[C@@H](O)[C@@H](O)[C@@]1(C)[C@@]2(O)C=CC(C)=CC(O)=O,328.36,0.2,4,6,116.45,4,0.69,5580
Asperorydine C,NP0017399,[H]N1C(=O)C([H])([H])[C@@]2(O[C@]2([H])C2=C3C(=O)N(C4=C3C(=C([H])C([H])=C4[H])C([H])=C2C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],336.39,3.01,1,3,61.94,0,0.4,5581
Clopidogrel Related Compound C,NP0141327,OS(O)(=O)=O.COC(=O)C(N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl,419.91,3.02,2,6,104.14,3,0.31,5582
"4a,5,6,7-tetrahydroxy-4,4,7,11b-tetramethyl-2h,3h,5h,6h,6ah,11h,11ah-phenanthro[3,2-b]furan-1-one",NP0194286,CC1(C)CCC(=O)C2(C)C3CC4=C(C=CO4)C(C)(O)C3C(O)C(O)C12O,364.44,1.14,4,6,111.13,0,0.75,5583
Walsuralactam A,NP0141101,C[C@@]12CC[C@@H]3[C@@]4(C)C=CC(=O)C(C)(C)C4=C(O)C(=O)[C@@]3(C)[C@]11O[C@@H]1C[C@H]2C1=CCNC1=O,437.54,3.19,2,5,96.0,1,0.65,5584
"ent-11,16-Epoxy-15-hydroxykauran-19-oic acid",NP0141056,C[C@@]12O[C@H]3C[C@H]1C[C@@]1(CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(O)=O)[C@H]31)[C@@H]2O,334.46,3.22,2,3,66.76,1,0.95,5585
4-deoxy-4alpha-Phorbol,NP0140948,C[C@@H]1[C@@H](O)C2(O)[C@H]([C@@H]3C=C(CO)C[C@@H]4[C@@H](C=C(C)C4=O)[C@@]13O)C2(C)C,348.44,0.82,4,5,97.99,1,0.75,5586
Crosemperine,NP0140578,CC(C)[C@@H]1[C@H](C)[C@@](C)(O)C(=O)OCC2=CC[N@@+]3(C)CC[C@@H](OC1=O)[C@@]23O,368.45,0.59,2,6,93.06,1,0.79,5587
"2-ethylidene-3-{[3-(7-methoxy-2h-1,3-benzodioxol-5-yl)prop-2-en-1-yl]oxy}-3-oxopropyl 2-methylbut-2-enoate",NP0152785,COC1=C2OCOC2=CC(C=CCOC(=O)C(COC(=O)C(C)=CC)=CC)=C1,388.42,3.44,0,7,80.29,8,0.33,5588
"3-[1-(furan-3-yl)-3-oxo-1h,6h,7h,8h,9h-naphtho[1,2-c]furan-8-yl]-5h-furan-2-one",NP0206680,O=C1OCC=C1C1CCC2=CC=C3C(=O)OC(C4=COC=C4)C3=C2C1,336.34,3.13,0,5,65.74,2,0.3,5589
Quetiapine hydroxy impurity,NP0140005,OCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,339.46,2.84,1,5,39.07,2,0.32,5590
Tenacigenin B,NP0137355,CC(=O)C1CCC23OC22CCC4CC(O)CCC4(C)C2C(O)C(O)C13C,364.48,1.81,3,5,90.29,1,0.95,5591
"6,8-Di-O-methylcitreoisocoumarin",NP0139835,COC1=CC(OC)=C2C(=O)OC(CC(O)CC(C)=O)=CC2=C1,306.31,1.69,1,6,85.97,6,0.38,5592
Acetylknightinol,NP0139717,CN1C2CCC1C(C(OC(C)=O)C1=CC=CC=C1)C(C2)OC(C)=O,331.41,2.71,0,5,55.84,4,0.58,5593
Sorokinianin,NP0139649,CC(C)[C@H]1CC[C@]2(C)[C@@H](CO)[C@H]1[C@@H]([C@@H]1C[C@@H](O)C(=O)O1)C2=C,308.42,2.15,2,4,66.76,3,0.83,5594
4-hexahydro-1h-pyrrolizin-1-ylmethyl 1-methyl 2-hydroxy-2-(2-methylpropyl)butanedioate,NP0256368,COC(=O)C(O)(CC(C)C)CC(=O)OCC1CCN2CCCC12,327.42,1.35,1,6,76.07,7,0.88,5595
"11-ethyl-7-methyl-3-(4-methyl-5-oxooxolan-2-yl)-9,17-dioxa-2-azapentacyclo[10.5.0.0¹,⁵.0²,¹⁶.0⁶,¹⁰]heptadecan-8-one",NP0175853,CCC1C2OC(=O)C(C)C2C2CC(C3CC(C)C(=O)O3)N3C4CCCC1C23O4,389.49,2.7,0,6,65.07,2,0.91,5596
"ent-11alpha-Hydroxyabieta-8(14),13(15)-dien-16,12alpha-olide",NP0139292,CC1=C2C=C3CCC4C(C)(C)CCCC4(C)C3C(O)C2OC1=O,316.44,3.77,1,3,46.53,0,0.75,5597
7-ethyl-10-hydroxycamptothecin,NP0276993,CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,392.41,2.35,2,7,101.65,2,0.32,5598
Emiline,NP0138991,CCC1CC(=C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CC[C@@H](OC1=O)C23O,366.43,0.66,2,6,93.06,1,0.68,5599
